3.150684931506849140e-01,2.584269662921348520e-01,2.839506172839506015e-01,3.317535545023697074e-01,9.422975068660094378e-01,3.150684931506849140e-01,2.584269662921348520e-01,2.839506172839506015e-01,3.317535545023697074e-01,9.422975068660094378e-01
5.200000000000000178e-01,1.460674157303370746e-01,2.280701754385964786e-01,4.615384615384615086e-01,5.395461773207332890e-01,4.175342465753424381e-01,2.022471910112359494e-01,2.560103963612735400e-01,3.966460080204156080e-01,7.409218420933714189e-01
3.428571428571428603e-01,2.696629213483145993e-01,3.018867924528301772e-01,3.559870550161811642e-01,9.751064604945317571e-01,3.926418786692759677e-01,2.247191011235954994e-01,2.713025283917924191e-01,3.830930236856708304e-01,8.189833815604248279e-01
1.000000000000000000e+00,1.123595505617977497e-02,2.222222222222221960e-02,1.000000000000000000e+00,8.234949958412018933e-02,5.444814090019569619e-01,1.713483146067415752e-01,2.090324518493998640e-01,5.373197677642531644e-01,6.348249110663486405e-01
3.134328358208955390e-01,2.359550561797752743e-01,2.692307692307692180e-01,2.857142857142856984e-01,8.010885062779015131e-01,4.982716943657446995e-01,1.842696629213483317e-01,2.210721153256737515e-01,4.869986713542596712e-01,6.680776301086591706e-01
7.272727272727272929e-01,1.797752808988763995e-01,2.882882882882882858e-01,5.454545454545455252e-01,4.834698819928767155e-01,5.364385331835751503e-01,1.835205992509363337e-01,2.322748108194428174e-01,4.967413170376406284e-01,6.373096720893621780e-01
4.275862068965517460e-01,6.966292134831461036e-01,5.299145299145299193e-01,5.510835913312692735e-01,9.593374383473696199e-01,5.208882008568574973e-01,2.568218298555376977e-01,2.747947706901695542e-01,5.045044990795874984e-01,6.833136386976489396e-01
2.926829268292682751e-01,1.348314606741572996e-01,1.846153846153845979e-01,2.790697674418604612e-01,8.009388115113673656e-01,4.923625416034088653e-01,2.415730337078651480e-01,2.635223474308214242e-01,4.763251576248716535e-01,6.980167852993637290e-01
5.882352941176470784e-01,3.370786516853932491e-01,4.285714285714285476e-01,5.432098765432099574e-01,7.251659375688366271e-01,5.030150696605464322e-01,2.521847690387015728e-01,2.818611342242222095e-01,4.837567930602426070e-01,7.010333577737495325e-01
4.338235294117647189e-01,6.629213483146066954e-01,5.244444444444444908e-01,5.291479820627802422e-01,8.974648236921543010e-01,4.960959156356682387e-01,2.932584269662921184e-01,3.061194652462444488e-01,4.882959119604963760e-01,7.206765043655900538e-01
5.833333333333333703e-01,6.292134831460673983e-01,6.054054054054054390e-01,6.235294117647058876e-01,8.767871184883504476e-01,5.040265899718195941e-01,3.237997957099080781e-01,3.333272779879863368e-01,5.005898664881517357e-01,7.348683783767501199e-01
2.432432432432432567e-01,1.011235955056179747e-01,1.428571428571428770e-01,1.600000000000000033e-01,7.721195475939279795e-01,4.822946444111048669e-01,3.052434456928839190e-01,3.174547667270827267e-01,4.722073776141391122e-01,7.379726424781815064e-01
8.928571428571429047e-01,5.555555555555555802e-01,6.849315068493150305e-01,7.433628318584070138e-01,8.385160134984707136e-01,5.138763750608000835e-01,3.244982233746279143e-01,3.457222082749467074e-01,4.930654894790827969e-01,7.457067479412806676e-01
7.361111111111111605e-01,5.888888888888889062e-01,6.543209876543208958e-01,6.802721088435372820e-01,8.784658584071558529e-01,5.297502847786794700e-01,3.433832709113607828e-01,3.677649782306163240e-01,5.064373908622581411e-01,7.551895415459860539e-01
6.458333333333333703e-01,6.966292134831461036e-01,6.702702702702703075e-01,6.775956284153006326e-01,8.973354553221113417e-01,5.374891546823230559e-01,3.669330004161465153e-01,3.879319976999265895e-01,5.178479400324609294e-01,7.646659357977276805e-01
4.426229508196721230e-01,6.067415730337079038e-01,5.118483412322275550e-01,5.862068965517240882e-01,9.555612589474029583e-01,5.315600169409073761e-01,3.819210362047441021e-01,3.956767691706954415e-01,5.221203748149149115e-01,7.765968934945823854e-01
6.666666666666666297e-01,4.494382022471909988e-02,8.421052631578947179e-02,5.714285714285715079e-01,4.069592039043625764e-01,5.395074669247755805e-01,3.620988470294485007e-01,3.773552254733480438e-01,5.250208569686594107e-01,7.548534999892753117e-01
7.826086956521739468e-01,2.022471910112359494e-01,3.214285714285714524e-01,5.454545454545454142e-01,7.391144196823655754e-01,5.530130907429643417e-01,3.532181994728811336e-01,3.742481891375271097e-01,5.261560618845418924e-01,7.539791066388914498e-01
5.714285714285713969e-01,4.494382022471909988e-02,8.333333333333332871e-02,2.500000000000000000e-01,8.238931993085917005e-02,5.539823265685225318e-01,3.369932321440305412e-01,3.589368809373063574e-01,5.116215323116712899e-01,7.186322757595213773e-01
8.412698412698412787e-01,5.888888888888889062e-01,6.928104575163398504e-01,7.246376811594202882e-01,8.784626392765549907e-01,5.683467023035885246e-01,3.495880149812734539e-01,3.756305597662580320e-01,5.222723397540587342e-01,7.266237939353730191e-01
4.090909090909091161e-01,2.022471910112359494e-01,2.706766917293232932e-01,3.692307692307691958e-01,6.447477805325738665e-01,5.607630931029847776e-01,3.425717852684145304e-01,3.706327565264040391e-01,5.149846459196163462e-01,7.227249361542873451e-01
1.532846715328467224e-01,2.359550561797752743e-01,1.858407079646017812e-01,2.343096234309623715e-01,9.152237625157201295e-01,5.422413466679784078e-01,3.377255703098400175e-01,3.622331179554130198e-01,5.022266903519502224e-01,7.314748828070797293e-01
