3.972602739726027177e-01,3.411764705882353033e-01,3.670886075949367777e-01,4.090909090909090606e-01,9.288678406387913533e-01,3.972602739726027177e-01,3.411764705882353033e-01,3.670886075949367777e-01,4.090909090909090606e-01,9.288678406387913533e-01
4.799999999999999822e-01,5.000000000000000000e-01,4.897959183673469274e-01,5.217391304347825942e-01,8.824391377471073605e-01,4.386301369863013777e-01,4.205882352941176516e-01,4.284422629811418526e-01,4.654150197628458274e-01,9.056534891929493014e-01
5.571428571428571619e-01,1.000000000000000000e+00,7.155963302752293975e-01,9.928057553956834980e-01,9.894144893469751789e-01,4.781343770384866576e-01,6.137254901960784714e-01,5.241602854125043676e-01,6.412119316404584213e-01,9.335738225776246679e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.628664495114006587e-03,0.000000000000000000e+00,3.586007827788649793e-01,4.602941176470588536e-01,3.931202140593782479e-01,4.813161148541222900e-01,7.001803669332185009e-01
4.925373134328357994e-01,3.300000000000000155e-01,3.952095808383233599e-01,4.464285714285715079e-01,7.287639827524068359e-01,3.853880889096591433e-01,4.342352941176471082e-01,3.935380874151672703e-01,4.743386061690121336e-01,7.058970900970561457e-01
5.000000000000000000e-01,3.142857142857142794e-01,3.859649122807017330e-01,5.405405405405404595e-01,6.769995579425867049e-01,4.044900740913826009e-01,4.142436974789916460e-01,3.922758915594230511e-01,4.853722618976001879e-01,7.010808347379778871e-01
4.689655172413793038e-01,9.714285714285714191e-01,6.325581395348837122e-01,7.343749999999998890e-01,9.595461048451524588e-01,4.137008516842392569e-01,4.938415366146459151e-01,4.266019269844888440e-01,5.209440816265143992e-01,7.380044447532885243e-01
3.902439024390244038e-01,2.352941176470588203e-01,2.935779816513761631e-01,3.896103896103896846e-01,9.671879098231808136e-01,4.107687330285874072e-01,4.615231092436975491e-01,4.099739338178497450e-01,5.045273701244988862e-01,7.666523778870251160e-01
4.117647058823529216e-01,6.774193548387096309e-01,5.121951219512195230e-01,6.199999999999999956e-01,9.407678598913390422e-01,4.108793966790058039e-01,4.855115809764767310e-01,4.213318436104463993e-01,5.173576623328879354e-01,7.859985425541711201e-01
4.926470588235294379e-01,7.882352941176470340e-01,6.063348416289593423e-01,6.255506607929516294e-01,9.146311298139264689e-01,4.190561628934581506e-01,5.157839522905937057e-01,4.398321434122977047e-01,5.281769621788943159e-01,7.988618012801466106e-01
2.812500000000000000e-01,6.585365853658536883e-01,3.941605839416058021e-01,6.224066390041493868e-01,9.944015742732528196e-01,4.065283299031437481e-01,5.287614643883445931e-01,4.356801834604165924e-01,5.367432964357355951e-01,8.166381442795198620e-01
8.108108108108108558e-02,5.454545454545454281e-02,6.521739130434783815e-02,1.971830985915493106e-01,9.998201461233736653e-01,3.794077258346384984e-01,4.892434635681037758e-01,4.048082841140774879e-01,5.084466132820534279e-01,8.319033110998410585e-01
8.928571428571429047e-01,7.812500000000000000e-01,8.333333333333333703e-01,8.846153846153846922e-01,8.228859526756876486e-01,4.189038348363696707e-01,5.117055048320957589e-01,4.377717494386356156e-01,5.373826726153866362e-01,8.312096681441368817e-01
7.361111111111111605e-01,1.000000000000000000e+00,8.480000000000000870e-01,8.661417322834645827e-01,9.129104730589779892e-01,4.415614974274226223e-01,5.465836830583746808e-01,4.670737673358759112e-01,5.608654625916779102e-01,8.370454399237684529e-01
5.937500000000000000e-01,8.769230769230769162e-01,7.080745341614906874e-01,7.830687830687831363e-01,9.689040201640862771e-01,4.517073975989278067e-01,5.686063093160214077e-01,4.831404851242502851e-01,5.756790172901514735e-01,8.458360119397896337e-01
2.868852459016393297e-01,9.210526315789473450e-01,4.375000000000000000e-01,6.827309236947791682e-01,9.860203849396510511e-01,4.414060131178472735e-01,5.906342044574542927e-01,4.802879548039846180e-01,5.823697614404407252e-01,8.545975352522809931e-01
