"245046_at","AT2G26510",0.885384,0.312124,0.069591,0.708997,-0.900543,0.907433,1.326354,0.598754,1.017675,0.885384,-0.569815,0.863336,0.95153,0.312124,1.789372,0.686948,0.885384,-0.150894,-1.165124,-1.67224,-2.995149,-1.385609,-0.261137,-0.327282,-0.724155,-0.7903,-0.94464,-0.150894,-0.040652,0.069591,0.201881,-0.393428
"245067_at","AT2G39780",-0.228483,1.480692,1.33826,0.293764,0.53115,-1.557842,-0.228483,1.195829,1.195829,-0.086052,1.243306,-0.038575,0.958444,1.290783,1.100875,0.86349,-0.228483,0.056379,1.243306,-1.225502,-0.086052,-0.798209,-0.181006,-1.130548,-1.510365,-1.74775,0.246287,-0.655777,-1.652796,-0.6083,0.008902,-1.083071
"245078_at","AT2G23340",0.133618,0.016327,-1.241884,-1.391164,-0.175603,0.090967,-0.058312,-0.31422,-1.476466,-1.476466,-0.879349,-0.687418,-0.399522,-0.058312,-1.295198,-1.465803,0.133618,-0.463499,-0.260906,1.274539,2.052925,2.436786,1.519784,0.741399,0.165607,0.293561,0.389526,1.1999,1.007969,0.314886,-0.026324,-0.100964
"245088_at","AT2G39850",1.606357,0.416201,-0.056084,-0.112758,1.134073,1.285204,0.189504,0.850702,0.189504,0.208395,1.417443,1.341878,0.775137,0.945159,-0.112758,-1.076218,1.606357,0.170613,-0.131649,0.378418,-0.377237,0.208395,0.057264,-0.69839,-0.96287,-1.038435,-2.039678,-1.114001,-0.792847,-0.906196,-1.567394,-1.79409
"245092_at","AT2G40950",-0.613837,2.003572,-0.589376,-1.151996,0.266786,-1.298767,0.609251,-0.540452,-1.494461,-1.788002,-0.271373,-1.249843,0.609251,0.242324,-0.589376,-1.885849,-0.613837,-0.418143,-0.026755,1.612183,0.535866,0.584789,2.028033,0.340171,0.707098,0.682636,0.707098,0.853869,0.609251,0.535866,0.095554,-0.491529
"245114_at","AT2G41630",-1.312104,-0.923573,0.08661,-0.016998,-0.612747,-1.415713,-1.441615,-0.871768,0.397436,-0.560943,-0.457334,-2.089168,-0.845866,-0.716356,0.034806,-1.182594,-1.312104,-0.016998,0.656457,0.630555,1.355814,0.967282,1.563031,0.915478,0.656457,0.993184,1.148597,0.967282,0.785967,1.044989,0.397436,1.174499
"245123_at","AT2G47450",0.196858,0.175284,0.822487,1.685425,1.275529,1.944306,-0.773947,-0.062024,0.628326,1.858012,1.40497,1.555984,-0.450345,-0.515066,0.822487,0.283151,0.196858,-0.234611,-1.183842,0.067417,-0.256185,-0.817094,-1.011255,-1.895766,-1.442723,-0.7308,-1.054402,-0.7308,-0.385625,-0.558213,-0.277758,-0.536639
"245152_at","AT2G47490",-1.17433,-0.127481,-0.011164,1.052302,0.520569,-1.706063,-2.595054,-0.783839,-0.102556,1.235085,0.279627,-0.97493,-2.013471,-0.310264,0.254702,0.420869,-1.17433,-0.268722,1.26001,2.040992,1.193543,0.31286,-0.110864,-0.152406,0.155002,0.794743,0.736585,-0.019473,-0.268722,0.213161,0.495644,0.827977
"245195_at","AT1G67740",0.619089,0.169863,-0.638743,-0.503975,1.966766,1.652308,0.484321,0.439399,-0.23444,1.113237,2.371069,1.562463,0.708934,0.574166,-0.279362,-0.009827,0.619089,-0.144594,-1.312581,-1.177813,-0.324285,-0.503975,-0.41413,-1.132891,-1.716884,-0.503975,-1.312581,-0.324285,0.574166,-1.087968,-0.59382,-0.638743
"245199_at","AT1G67730",0.619373,1.923871,0.661454,0.829776,1.460985,-0.39056,0.998098,1.292662,0.998098,0.619373,0.36689,-0.095996,-0.011835,1.418904,0.913937,0.324809,0.619373,0.829776,-1.14801,-1.610897,-0.306399,-0.979688,-1.526736,-1.232172,-0.685124,-0.685124,-0.39056,-0.769285,-0.643044,-0.600963,-1.610897,-1.190091
"245253_at","AT4G15440",1.761118,1.637287,-0.232571,-0.07159,0.225606,-0.765047,1.340091,1.426773,0.63425,-0.059207,-0.430702,-1.173692,1.253408,2.058314,-0.269721,-0.232571,1.761118,0.114157,-0.740281,0.250372,-0.5793,-1.52042,-1.124159,-0.059207,-0.418319,-0.145889,-1.148926,-0.888879,-0.294487,-0.059207,-1.458505,-0.789814
"245276_at","AT4G16780",-0.366433,-0.714725,-0.917896,-0.801798,0.91064,0.634908,-0.714725,-1.004969,-1.687042,-0.714725,0.44625,0.751006,-0.801798,-0.569603,0.330152,-0.888871,-0.366433,2.463444,0.896127,0.417225,2.710151,0.925152,-0.366433,-0.801798,-0.787286,-0.685701,0.765518,1.128322,0.692957,-0.177774,0.010884,-0.714725
"245281_at","AT4G15560",0.919156,0.248075,0.051661,0.902788,1.213777,1.393823,-0.144753,0.624535,0.722742,1.279249,2.064905,1.361088,0.051661,1.197409,0.624535,0.640903,0.919156,-0.324799,-1.07772,-1.143191,-0.832202,-0.603052,-0.586685,-1.028616,-1.094087,-1.061352,-1.110455,-0.815834,-1.061352,-1.044984,-1.094087,-1.192294
"245299_at","AT4G17530",-1.435035,-0.177444,-0.234607,0.984875,1.270691,-2.025722,-1.377872,-0.882457,-0.596641,0.527569,0.279862,-1.206382,-1.377872,-0.958675,-0.15839,0.908657,-1.435035,-0.291771,0.508515,1.670833,1.975704,1.080147,0.641895,0.18459,0.870548,1.003929,0.641895,-0.253662,-0.367988,-0.234607,-0.215553,0.680004
"245306_at","AT4G14690",-1.117655,-1.198154,-0.912513,-0.608693,-0.330842,-0.933286,-1.076107,-1.063124,-0.720353,-0.278907,-0.382776,-0.980028,-1.296831,-0.863174,-0.95406,-0.377583,-1.117655,-0.746321,0.315748,0.707857,0.980515,1.125933,1.112949,1.1519,1.099965,1.292124,1.237593,1.206432,1.206432,1.227206,1.162287,1.131126
"245307_at","AT4G16770",0.499738,0.924966,0.773099,0.044136,1.13758,1.13758,0.514925,0.924966,0.879406,0.16563,1.016086,1.456501,0.818659,1.18314,0.590858,-0.80632,0.499738,0.651605,0.803472,0.180817,-0.532959,-0.958187,-0.715199,-1.170801,-1.656776,-1.702336,-1.413788,-1.170801,-0.350718,-1.03412,-0.958187,-1.732709
"245324_at","AT4G17260",-0.212024,-0.112248,0.120562,-2.373834,-0.943713,-0.611127,-0.478093,0.087304,0.486407,-1.775179,-1.542368,0.054045,-0.644386,-0.012472,-0.178765,-0.511351,-0.212024,-0.411575,1.018545,-0.511351,-1.076748,1.051804,2.648217,1.018545,-0.112248,0.41989,0.785735,1.15158,1.650459,0.519666,0.586183,0.120562
"245336_at","AT4G16515",-0.669535,-1.078695,-0.40916,-0.111589,0.037196,0.495952,-0.607541,-0.905112,-0.905112,-0.657136,-0.595142,0,-1.041499,-1.537451,-2.144992,-0.756327,-0.669535,0.30997,1.277076,1.686237,1.599445,2.008605,1.797826,1.053898,0.483553,0.657136,0.123988,0.607541,0.260375,-0.024798,-0.607541,0.322369
"245346_at","AT4G17090",-0.679112,-0.165253,-0.623055,-0.109195,-1.875003,-1.538659,-0.93137,-0.118538,-0.613712,0.040291,-2.622435,-1.44523,-1.230343,0.171092,-0.22131,-0.193281,-0.679112,0.124377,0.722323,1.00261,1.049325,0.955896,1.096039,1.198811,0.93721,1.114725,0.77838,0.741009,0.675609,0.834438,0.834438,0.769038
"245348_at","AT4G17770",0.287544,0.134004,-1.500095,-1.445259,0.057235,-0.195009,-0.326614,0.276577,-1.500095,-1.401391,-0.282746,-0.633693,-0.085338,0.397215,-1.522029,-1.982647,0.287544,-0.666594,-0.940772,-0.502088,0.232708,0.52882,0.473985,1.186847,0.890735,0.715261,0.912669,1.296518,1.768103,1.680366,1.153945,0.704294
"245352_at","AT4G15490",0.501811,0.168957,-0.991534,-3.024644,0.339882,0.303898,-0.226869,-0.235865,-0.919566,-2.48488,0.159961,0.66374,-0.055944,0.483819,-0.577716,-1.657243,0.501811,-0.595708,-0.829605,0.32189,0.807677,1.320453,1.25748,1.005591,0.456831,0.969606,0.339882,0.32189,0.91563,0.843662,0.240926,-0.325826
"245356_at","AT4G13940",-1.130285,-0.445912,0.649085,-0.582787,-0.890755,-1.130285,-1.575128,-0.75388,0.238461,-0.2406,-1.198723,-1.746221,-1.26716,-0.719661,0.238461,-1.232941,-1.130285,-0.172163,0.135805,0.991272,1.436115,0.751741,0.717523,1.504552,0.375336,1.059709,1.025491,1.093928,1.230803,0.820179,0.854397,1.093928
"245396_at","AT4G14870",1.116521,0.382873,0.382873,0.466718,0.445757,1.368058,1.326135,0.718255,0.613448,0.959311,0.519122,1.210848,1.315655,0.267585,0.823062,0.739216,1.116521,0.382873,-0.434621,-1.199712,-1.377884,-1.220673,-1.975283,-1.398845,-0.56039,-0.948175,-1.535094,-1.220673,-0.277411,-0.916733,-0.539428,-0.549909
"245397_at","AT4G14560",-1.458221,-1.55639,-0.754675,-0.034768,1.781361,1.094177,-0.361999,0.030678,-0.443806,-0.345637,0.979646,-0.656506,-0.345637,-0.345637,-2.178128,-0.312914,-1.458221,-0.345637,0.063401,0.276101,1.846807,2.403099,1.323238,0.472439,-0.002045,-0.345637,0.488801,0.668777,0.063401,-0.214745,-0.476529,0.145209
"245399_at","AT4G17340",0.987658,0.815683,0.433518,0.519506,1.627784,0.987658,0.69148,0.662817,-0.015525,0.729696,1.532243,0.643709,0.166003,0.271098,0.022691,-0.005971,0.987658,0.681926,0.395302,0.729696,0.462181,0.070462,-1.047371,-1.611064,-1.477307,-1.477307,-0.95183,-0.932721,-1.248008,-1.467752,-1.611064,-1.572848
"245427_at","AT4G17550",-0.760999,-0.750372,-1.127633,-0.606906,-0.171196,-0.920405,-1.127633,-0.824761,-1.217963,-0.697236,-0.463441,-0.840702,-0.787567,-1.037303,-1.12232,-0.989481,-0.760999,-0.713177,0.126363,1.013724,1.385672,1.438808,1.311283,1.375045,1.17313,1.396299,1.114682,1.034978,0.880886,1.013724,0.923394,0.732106
"245442_at","AT4G16710",0.558481,0.598195,1.154194,0.717338,0.439338,-0.632945,1.45205,0.260624,0.677623,0.915908,0.479052,0.439338,1.45205,0.439338,0.796766,1.610907,0.558481,0.439338,-0.037232,-2.042799,-1.96337,-1.049944,-0.930801,-0.513802,0.141482,-2.022942,-0.434374,-1.049944,-1.248515,-0.017375,-0.712373,-0.474088
"245494_at","AT4G16390",-0.421434,-1.005152,-1.669383,-1.307075,-0.743486,0.081771,0.383694,-0.441563,-0.522075,-0.642845,-0.964896,0.262925,0.142155,-0.783742,-1.286947,-0.985024,-0.421434,-0.642845,-0.783742,-0.743486,-0.320793,0.363566,0.20254,0.927155,1.269335,1.128438,1.047925,1.410232,1.289463,1.671899,1.712156,1.792668
"245505_at","AT4G15690",0.667837,-0.308316,0.086793,-0.08752,0.110035,2.887422,1.376709,0.04031,0.237865,0.71432,0.540007,1.632368,1.12105,-0.552354,0.249485,-0.075899,0.667837,0.818908,-0.459387,-2.097929,-0.947464,-0.08752,-0.854497,-1.017189,-0.017794,-1.958479,-1.040431,-0.180487,-0.157245,-0.110761,0.086793,-1.284469
"245512_at","AT4G15770",-1.039497,-1.436786,-0.509779,-1.725724,-0.49774,-0.11249,0.164408,-0.690365,-0.413466,-1.268239,-0.61813,-0.654248,-0.124529,-0.943185,-1.123771,-0.545896,-1.039497,-0.798716,0.031979,-0.425505,0.296838,0.995103,1.320158,1.500744,1.320158,1.320158,1.067338,1.16365,1.284041,1.079377,0.995103,1.428509
"245513_at","AT4G15780",0.674787,0.461746,1.161736,2.059549,0.507398,-1.425183,-0.283895,0.431312,1.526948,1.359559,0.826958,0.020448,0.416095,0.096534,0.461746,1.46608,0.674787,0.811741,0.613918,0.096534,-0.070855,-1.151274,-0.9078,-1.486052,-1.136057,-1.151274,-1.151274,-1.029537,-1.059971,-1.151274,-1.029537,-0.63389
"245533_at","AT4G15130",-1.234642,-1.124729,-0.625127,-0.974849,-1.114737,-0.215453,-0.615135,-0.73504,-0.545191,-0.794992,-1.024809,-0.365334,-0.525207,-0.814976,-0.725048,-0.635119,-1.234642,-0.794992,0.713807,1.02356,1.752979,2.042748,1.932836,0.773759,0.863687,1.353297,0.753775,0.983592,0.613886,0.104292,0.294141,0.893663
"245593_at","AT4G14550",-0.934603,-1.055685,-0.309012,-0.833701,1.507221,-0.409914,-0.934603,-0.934603,-0.934603,-0.813521,0.962351,0.235858,-0.934603,-0.914423,-0.934603,-0.813521,-0.934603,-0.20811,0.437662,1.688844,2.516239,1.345778,-0.631898,0.33676,0.215678,2.01173,0.780728,-0.006306,0.276219,-0.571357,0.054235,0.740367
"245624_at","AT4G14090",-0.300875,0.303365,-0.101675,-0.865274,0.170565,-2.087033,-2.312793,0.402965,-0.440315,-0.573115,-0.367275,-2.199913,-0.685994,0.821284,-0.035275,-1.170714,-0.300875,-0.407115,0.349845,0.442805,0.150645,-0.134875,-0.128235,0.681844,0.137365,1.306004,0.914244,0.954084,1.538404,1.438804,1.146644,1.352484
"245642_at","AT1G25275",0.376425,0.353804,1.371742,0.749669,-0.3022,1.371742,1.292569,0.308562,0.885394,0.874083,-0.132544,1.100292,1.043739,0.455598,1.677123,1.190775,0.376425,0.274631,0.071044,-0.189096,-0.822479,-1.512415,-1.421932,-1.772554,-1.037377,-1.263586,-1.263586,-1.014757,-1.127861,-0.8451,-0.483167,-0.584961
"245668_at","AT1G28330",1.465424,0.549351,0.783385,0.408931,-1.704055,0.970611,1.378498,0.529291,0.622905,0.208331,-1.476708,1.224704,1.445364,0.843565,0.495858,0.001045,1.465424,0.596158,-0.667622,-1.129001,-2.025015,-0.587382,0.041165,-0.052449,-0.339975,-0.660935,-1.964835,-0.406842,-0.212928,-0.647562,-0.259735,-0.894968
"245724_at","AT1G73390",-0.899725,-0.011772,-1.276432,-0.980448,1.212526,-1.451332,-0.227033,-0.442295,-1.437878,-0.95354,0.351481,-0.334664,-0.49611,-0.119403,-1.330247,-0.872817,-0.899725,-0.482656,-0.32121,0.095859,1.791041,1.68341,1.360518,1.723772,1.57578,0.472566,1.427788,0.48602,0.324574,0.445658,0.230397,-0.644102
"245748_at","AT1G51140",1.544744,1.750139,-0.668961,-0.463566,0.529178,-1.661705,0.620465,1.419225,-0.532031,-0.486388,0.609054,-0.668961,1.270883,1.966945,-0.303814,-0.668961,1.544744,0.574822,-0.007132,-0.965643,-1.365023,-1.787224,-0.885767,0.335194,-0.166884,-0.486388,-0.201116,-0.668961,0.129798,0.563411,0.278139,-1.148217
"245749_at","AT1G51090",-0.306202,-0.419205,-1.59298,-1.589335,-0.659793,0.393688,0.06926,-0.663438,-1.611206,-1.545592,-1.031609,0.386398,-0.149456,-0.349945,-1.286778,-1.611206,-0.306202,-0.27704,-0.014581,0.667083,1.352393,1.60027,1.45446,1.257616,0.944123,0.845701,0.867573,1.093579,0.925897,0.754569,0.524918,0.27704
"245765_at","AT1G33600",-0.848914,-0.644664,-0.644664,-1.053164,-0.848914,0.603531,-0.326942,-0.985081,-1.597831,-1.257414,-0.599275,1.193586,0.172336,-0.939692,-1.053164,-1.007775,-0.848914,0.013475,1.715559,0.989336,-0.258859,0.308503,0.19503,-0.281553,-0.099997,1.738253,0.807781,1.647475,0.580836,0.172336,1.05742,2.101364
"245877_at","AT1G26220",0.059894,0.782304,1.445742,1.666888,0.752818,-0.323426,-0.426627,0.384241,1.032936,2.123923,0.133609,-0.500343,-0.4856,0.207324,0.752818,1.19511,0.059894,0.502186,0.42847,0.959221,0.502186,-1.01635,-1.945163,-1.915677,-0.780461,-0.249711,-0.839433,-1.340697,-1.340697,-0.986864,-0.411884,-0.426627
"245885_at","AT5G09440",-1.012063,-0.247881,-0.232598,0.057791,-1.37887,-0.095045,-0.920361,-1.195467,-0.767525,-0.400718,-1.485856,-0.263165,-1.180183,-1.424721,-0.140896,-0.950929,-1.012063,0.699704,0.867824,2.044664,1.52502,0.791406,0.5163,0.225911,0.806689,1.830693,0.699704,0.332897,-0.293732,-0.140896,1.601438,1.142929
"245977_at","AT5G13110",-1.381167,-0.913195,0.750705,-0.011916,-0.462556,-1.519825,-1.294506,-0.583882,0.594714,0.178739,-0.393226,-2.213117,-1.606487,-0.791869,0.976025,0.213404,-1.381167,-0.94786,1.253341,1.270674,0.785369,0.594714,0.404059,0.508053,1.253341,1.010689,0.889363,-0.029248,0.230736,0.352062,1.16668,1.097351
"245998_at","AT5G20830",-0.652108,-0.704295,-1.487104,-1.375274,-1.173981,-0.860857,-0.36135,-0.644653,-0.93541,-1.002508,-0.786304,-0.540278,-0.23461,-0.324074,-0.503001,-0.592465,-0.652108,-1.04724,-0.435903,0.093425,0.809136,1.390651,1.703775,1.517391,1.480115,1.5994,1.099893,0.853868,0.988063,0.980608,0.920965,0.876234
"246011_at","AT5G08330",1.024644,0.447677,-0.410737,-0.157435,1.066861,1.629755,0.377315,-0.452954,0.053651,0.34917,1.17944,2.080071,0.616545,0.40546,0.335098,-0.452954,1.024644,1.137223,-0.66404,-1.522454,0.236592,0.067723,-1.283223,-2.324578,-0.635895,-1.423947,-0.678112,-0.058928,-0.692184,-1.156572,0.88392,-1.001776
"246017_at","AT5G10730",0.147581,0.36136,-1.58209,-0.960186,-0.007895,-1.97078,-0.299413,-0.221675,-1.037924,-1.465483,-0.318847,-1.135097,0.128146,-0.221675,-1.232269,-1.310007,0.147581,-0.279978,-0.066199,-0.02733,-0.396585,0.18645,1.333086,1.216479,1.799514,1.644038,1.663472,0.866657,1.002699,0.886092,0.477967,0.672312
"246021_at","AT5G21100",1.426446,1.132901,0.170725,0.627351,1.671067,0.235957,-0.400057,1.361214,0.692583,1.067669,1.491678,0.219649,0.268573,1.247057,-0.285901,-0.334825,1.426446,0.643659,-0.432673,-0.595754,-0.514214,-0.889299,-1.965631,-0.970839,-1.460081,-1.21546,-0.383749,-0.677294,-0.758835,-0.416365,-1.068688,-1.313309
